Cus_codigo;for_codigo;Cus_Nome;Cus_desconto1;Cus_desconto2;Cus_desconto3;Cus_desconto4;Cus_IPI;Cus_Frete;Cus_Icms;Cus_Embalagens;Cus_Financeira;Cus_Simples;Cus_outros;Cus_obs;Cus_MargValAgreg;Cus_IcmsDestino;Cus_TributacaoICMS;Cus_situacao;Cus_Importacao;Cus_Cambio;Cus_TpVlNFo;Cus_NFoICMS;Cus_NFoOutros;Cus_NFoIPI;Cus_NFoSimples;Cus_NFoEmbalagem;Cus_NFoFinanceiro;Cus_NFoFrete;Cus_NFoDesconto;Cus_ICMSDifAlqIPI;Cus_PorcCartao;Cus_STEmbalagem;Cus_CreditoICMS;Cus_CreditoPIS;Cus_CreditoCOFINS;Cus_CustoFixo;Cus_Desconto;Cus_FreteemCompra;Cus_ICMSValorCompra
131;47;VR LUX - LINHA TECNICA;44,0000;;;;15,0000;;12,6400;;;;;MARGEM 2,5  **DESCONTO DE 44%**  IPI: 15%   - ST: 12,64%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
132;50;INTERLIGHT DESCONTO;25,0000;;;;9,7500;;21,5200;;;;0,0000;MARGEM 2,25 ** DESCONTO 25% CAIXA FECHADA**  IPI 9,75%  ST 21,52%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
133;49;ALFILUX (FLOS);;;;;15,0000;;0,0000;;;;0,0000;MARGEM 2,1  IPI 15% - ST ISENTO;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
134;16;VOLARE ACESSORIOS;;;;;0,0000;;21,2400;;;;0,0000;Margem 2,5  IPI ISENTO - ST 21,24%;0;0;DIFERENCIAL DE ALÍQUOTAS;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
135;61;GERBAR VENTILADORES;;;;;0,0000;;8,8200;;;;0,0000;Margem **2,1**  ST: 8,82% - IPI Isento;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
136;62;ESTOQUE - LAMP FORA DE LINHA;;;;;0,0000;;0,0000;;;;0,0000;MAGEM 2,1;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
137;62;ESTOQUE - PÇS FORA DE LINHA;;;;;0,0000;;0,0000;;;;;MARGEM 2,5;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
138;62;ESTOQUE - ILUMINAR;;;;;0,0000;;0,0000;;;;0,0000;TABELA APLICADA PREÇO;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
139;63;ADALL;;;;;0,0000;;7,0000;;;0,0000;0,0000;**MARGEM 2,3**  IPI JÁ ACRESCENTADO NO PRETO // ST 7%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
140;64;BILTECH;;;;;0,0000;;7,0000;;;;0,0000;**MARGEM 2,3**  IPI INCLUSO // ST 7%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
141;65;ALFA - LOUD AUDIO;;;;;0,0000;;7,0000;;;;0,0000;**MARGEM 2,3**  IPI INCLUSO / ST7%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
142;133;SADOKIN - SNJ;;;;;0,0000;;0,0000;;;;0,0000;MARGEM 2,1  IPI - ISENTO - ST ISENTO;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
143;141;ROMALUX - PEÇAS;;;;;0,0000;;28,6600;;;;0,0000;**MARGEM 2,5**  IPI INCLUSO - ST 28,66 %;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
144;141;ROMALUX - FITA LED;;;;;0,0000;;28,5400;;;;0,0000;**MARGEM 2,1*  IPI INCLUSO - ST 28,54%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
145;49;ALFILUX SEM IPI / ST / VENDA DIRETA;;;;;0,0000;;0,0000;;;;0,0000;SEM MARGEM   IPI ISENTO / ST ISENTO;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
146;162;METAL DONADO;;;;;0,0000;;7,7400;;;;0,0000;MARGEM 2,4  IPI: ISENTA - ST 7,74%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
147;4;OSRAM - LUMINARIAS;;;;;0,0000;;0,0000;;;;0,0000;MARGEM 2,5  IPI / ST INCLUSO;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;0;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
148;179;SORAA;;;;;15,0000;;15,0000;;;;0,0000;MARGEM 2,5 **PREÇO EM EURO **  IPI: 15% // ST:;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
149;183;BITCINO;0,0000;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM - 2,4  IPI  e ST APLICADO JÁ;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
150;155;ANPE ILUMINAÇÃO;;;;;0,0000;;0,0000;;;;0,0000;MARGEM 2,0  IPI E ST ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
151;161;PEÇAS;;;;;15,0000;;8,8200;;;;0,0000;MARGEM 2,5  IPI 15% E ST 8,82%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
152;184;STILO CLEAN;0,0000;;;;0,0000;0,0000;14,6400;0,0000;0,0000;0,0000;0,0000;MARGEM 2.5  IPI: ISENTO ST:14.64%;0;0;;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
153;185;REVOLUZ - PEÇAS;;;;;15,0000;;0,0000;;;;0,0000;MARGEM  2,5   IPI 15% - ST 12,73%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
154;187;MART;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Margem 2,5  IMPOSTOS APLICADOS NA TABELA;0;0;;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
155;44;CLARÃO ESP;;;;;5,0000;0,0000;9,4100;0,0000;0,0000;0,0000;0,0000;margem 2.5  ipi 5% st 9.41%;0;0;;A;;;1;False;False;False;False;False;False;False;False;;0;False;;;;;;False;False
156;193;LEDIS - ITAMONTE;;;;;0,0000;;8,6400;;;0,0000;0,0000;Margem 2,5  IPI isento / ST 8,64%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
157;194;LEDS C4;;;;;15,0000;0,0000;30,0000;0,0000;0,0000;0,0000;0,0000;MAREGEM 2.5  SEM IPI  ST:28%;0;0;;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
158;185;REVOLUZ - ORÇ ESP;;;;;15,0000;;12,7300;;;;0,0000;Margem 2,1  IPI 15% ST 12,73%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
159;57;BRONZEARTE LAMPADAS;;;;;0,0000;;12,0000;;;;0,0000;MARGEM 2,1  IPI: ISENTO ST: 12%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
160;155;ANPE ILUMINAÇÃO VENDA;;;;;0,0000;;0,0000;;;0,0000;0,0000;Margem 3,0  IPI isento / ST: 0;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
161;207;BOB MOLNAR (NICOLE BALKANY);;;;;0,0000;;0,0000;;;;0,0000;MARGEM 2,0  IPI E ST = ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
162;132;CHIAVE DIST (SOM) - JORDÃO LAMARCA;;;;;0,0000;;0,0000;;;0,0000;0,0000;Margem 2,3;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
163;210;NEW LINE;;;;;15,0000;;12,8400;;;0,0000;0,0000;MARGEM 2,55 (GERAL SEM IMPOSTOS)  IPI 15% E ST 12,84%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
164;210;NEW LINE2;;;;;9,7500;;0,0000;;;;;MARGEM 2,55 (GERAL SEM IMPOSTOS)  IPI 9,75% E ST 0%      st 11;;0;;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
165;217;DOT LUZ;;;;;0,0000;;8,6400;;;;0,0000;MARGEM 2,5  IPI ISENTO  ST 8,64%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
166;219;STARLUX;;;;;15,0000;0,0000;31,8700;0,0000;0,0000;0,0000;0,0000;magem: 2,5% IPI: 15% ST:31.87%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
167;224;DNA LUSTRES;;;;;0,0000;;11,8300;;;;0,0000;Margem 2,6  IPI : ISENTO ST:11,83%  St:15%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
168;225;SANTIL;;;;;0,0000;;0,0000;;;;0,0000;margem 2,5   ipi - isento  st -insento;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
169;227;LUSTRES THEMA;;;;;0,0000;;9,6500;;;;0,0000;2,5% - LUSTRES/ IPI - ISENTO - ST: 8,65%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
170;234;FAS - ILUMINACAO;0,0000;;;;0,0000;;0,0000;;;;0,0000;PREÇO DE TABELA  DESCONTO DE 20% ** IPI ISENTO / ST 12,64%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
171;235;PETERLIGHT;;;;;0,0000;;0,0000;;;;0,0000;MARGEM 2,5;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
172;241;LIGHT STORE (ATIVA);;;;;0,0000;;0,0000;;;0,0000;0,0000;Margem 2,5  IPI e ST isentos;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
173;242;TANUSSI;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Margem - 2.3% sem ipi sem st;0;0;ICMS NORMAL;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
174;155;ANPE ILUMINAÇÃO - OUTROS;;;;;15,0000;0,0000;12,0000;0,0000;0,0000;0,0000;0,0000;Margem 2,7  IPI 15% 12% ST;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
175;252;DIMENLUZ - PEÇAS;;;;;0,0000;;0,0000;;;0,0000;0,0000;MARGEM 2,5  IPI E ST ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
176;252;DIMENLUZ - LAMPADAS;;;;;0,0000;;0,0000;;;0,0000;0,0000;MARGEM 2,1  IPI E ST ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
177;257;SAVE ENERGY - 2,2;;;;;10,0000;0,0000;34,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,2  IPI 10% ST 34%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
178;257;SAVE ENERGY - 2,5;;;;;15,0000;;34,0000;0,0000;;0,0000;0,0000;MERGEM - 2,5  IPI 15% SEM 34%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
180;236;DIC DISTRIBUIDORA;;;;;0,0000;;0,0000;;;;0,0000;margem: 2.3 Ipi e St incluso;;0;;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
181;274;NOSSA SENHORA;;;;;;;15,7200;;;;;Margem :2.5 IPI: isento  ST:15,72;;15,72;;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
182;275;ILUMINAR FORA DE LINHA;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;TABELA APLICADA 30% DE DESCONTO  MARGEM:3,3;0;0;;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
183;278;FONEPLAN;0,0000;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM:2,3  IPI/ST: INCLUSO NO VALOR;0;0;;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
184;279;FJ ÁUDIO E VIDEO;0,0000;;;;0,0000;0,0000;11,0000;0,0000;0,0000;0,0000;0,0000;Margem: 2,3  ST: 11%  I;0;11;;A;;;;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
185;184;STILO CLEAN - LAMPADA;;;;;0,0000;0,0000;14,6400;0,0000;0,0000;0,0000;0,0000;Margem 3.0  IPI 0.0 ST 14.64%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;0;False;;;;;;False;False
186;305;HOME LIGHT - LAMPADAS;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,1  SEM IPI E ST;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
187;308;REVOLED - PERFIL;;;;;0,0000;0,0000;20,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 3,0  ST: 20%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
188;308;REVOLED - ACESSORIOS;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 3,0;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
189;309;LOSCH - ACESSORIOS;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,2  IPI E ST ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
190;310;HUNTER TRADE - ARANDELA;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
191;311;METAL TECNICA;32,8400;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Margem 2,6  DESCONTO DE 32,84%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
192;312;ITAMONTE;;;;;0,0000;0,0000;9,1800;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5  ST: 9,18%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
193;55;EVOLED (ATIVA COMERCIAL) LAMPADAS;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4  IPI E ST ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
194;320;LIGHT INOX;;;;;0,0000;0,0000;7,1700;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4  ST 7,17%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
195;321;DUAL METALURGICA;;;;;0,0000;0,0000;8,6400;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4  ST 8,64%  / IPI ISENTO;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
196;325;I9 LED;;;;;0,0000;;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
197;330;USARE;;;;;0,0000;0,0000;17,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4  ST 17%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
198;333;VIBIA;;;;;0,0000;0,0000;29,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5  ST 29% E IPI INCLUSO;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
199;336;OSRAM FORA LINHA;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,1  IMPOSTOS INCLUSOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;0;False;;;;;;False;False
200;336;OSRAM FORA LINHA - PEÇAS;;;;;0,0000;0,0000;0,0000;0,0000;;0,0000;0,0000;MERGEM 2,5  IMPOSTOS INCLUSOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
201;337;TENSOFLEX;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;SOMENTE PARA CONSTAR NO SISTEMA;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
202;338;BRILIA  - FORA LINHA LAMPADAS;;;;;10,0000;;13,1000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,1  IPI 10% E ST 13,10%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
203;338;BRILIA - FORA LINHA PEÇAS;;;;;15,0000;0,0000;13,1000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5  IPI 15% ST 13,10;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
204;339;GEO LUZ & CERAMICA;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,3  IPI - ISENTO ST  10%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
205;346;STELLA FORA DE LINHA - FITA;;;;;15,0000;;29,0000;;;0,0000;0,0000;MARGEM 2,1  ST: 29% ipi 15%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
206;346;STELLA FORA DE LINHA - LAMPADA;;;;;10,0000;;29,0000;;;;0,0000;MARGEM 2,1  ST: 34% ipi 10%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
207;347;AMES ILUMINAÇÃO;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,2  IMPOSTOS INCLUSOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
208;353;MAXIMO FORA LINHA;;;;;0,0000;0,0000;12,6300;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5  IPI ISENTO / ST 12,63%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
209;355;NEW LINE FORA LINHA;;;;;15,0000;0,0000;12,8400;0,0000;0,0000;0,0000;0,0000;MARGEM 2,6  IPI 15% E ST 12,84%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
210;356;SAVE ENERGY FORA LINHA;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,3  IPI E ST ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
211;356;SAVE ENERGY FORA LINHA PÇ;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 3,3;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
212;358;BERTOLUCCI FORA LINHA;40,0000;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,3  DESCONTO DE 40%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;True;;False;;;;;;False;False
213;359;HAVVY;;;;;9,7500;0,0000;11,8300;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5  IPI 9,75% ST 11,83%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
214;361;ALTALUCE;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,3  ST E IPI ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;True;;False;;;;;;False;False
215;366;EVOLED FORA LINHA LAMPADAS;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4  IPI E ST =  ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
216;366;EVOLED FORA LINHA PEÇAS;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,6  IPI E ST =  ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
217;368;FEMARTE ILUMINAÇÃO;;;;;0,0000;0,0000;8,8200;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5  IPI ISENTO - ST 8,82%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
218;369;CHANDELIE;;;;;15,0000;0,0000;14,0900;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5  IPI 15% ST 14,09%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
219;371;MECALUX;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9,9000;0,0000;0,0000;0,0000;0,0000;Margem aplicada 2,5 ST 9,9%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
220;257;SAVE ENERGY 2,4;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4  IPI E ST ISENTOS;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;0;False;;;;;;False;False
221;372;MOTA SOLDAS;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 3,0;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
222;367;LUCCHI;;;;;15,0000;;18,0000;;;;0,0000;MARGEM 2,5  IPI: 15%   ST: 18%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
223;378;DISCABOS;;;;;0,0000;;0,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,3;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
224;379;FOCO METALLO;;;;;15,0000;0,0000;14,8200;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4  IPI: 15% ST: 14,82%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
225;3;BLUMENOX  OUTRAS LINHAS;33,0000;;;;15,0000;0,0000;21,1000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5 **DESCONTO 33%**  IPI 15% ST 21,10%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
226;381;ALLOY ILUMINAÇÃO;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Margem 2,5,  IPI e ST Isentos;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
227;380;J YAZBEK INDS E COM - AUTOMAÇÃO;;;;;0,0000;0,0000;11,0000;0,0000;0,0000;0,0000;0,0000;Margem 2,0  IPI: ISENTO ST: 11%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
228;346;STELLA FORA DE LINHA - PEÇAS;;;;;15,0000;0,0000;34,0000;0,0000;0,0000;0,0000;0,0000;MARGEM 2,5  IPI 15% E ST 34%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
229;49;ALFILUX ESPECIAL;;;;;0,0000;;0,0000;;;0,0000;0,0000;MARGEM 2,0  IPI  E ST ISENTO;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;True;;False;;;;;;False;False
230;394;BIANCO LUCE;10,0000;;;;0,0000;0,0000;8,8200;0,0000;0,0000;0,0000;0,0000;MARGEM 2,4  IPI ISENTO /  ST: 8,82%;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;False;;False;;;;;;False;False
231;155;ANPE ILUMINAÇÃO 2,5;;;;;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Margem 2,5  SEM IPI E ST;0;0;SUBSTITUIÇÃO TRIBUTÁRIA;A;;;1;False;False;False;False;False;False;False;False;;;False;;;;;;False;False
